file	lang1	lang2	translation pairs
ae.zip:tsv/ae/ae-agr.tsv	ae	agr	853
ae.zip:tsv/ae/ae-agx.tsv	ae	agx	1892
ae.zip:tsv/ae/ae-akv.tsv	ae	akv	2149
ae.zip:tsv/ae/ae-alc.tsv	ae	alc	531
ae.zip:tsv/ae/ae-als.tsv	ae	als	1249
ae.zip:tsv/ae/ae-ang.tsv	ae	ang	2041
ae.zip:tsv/ae/ae-ani.tsv	ae	ani	1947
ae.zip:tsv/ae/ae-aqc.tsv	ae	aqc	1853
ae.zip:tsv/ae/ae-arn.tsv	ae	arn	959
ae.zip:tsv/ae/ae-aro.tsv	ae	aro	889
ae.zip:tsv/ae/ae-auc.tsv	ae	auc	827
ae.zip:tsv/ae/ae-av.tsv	ae	av	14080
ae.zip:tsv/ae/ae-ayo.tsv	ae	ayo	1010
ae.zip:tsv/ae/ae-ayr.tsv	ae	ayr	786
ae.zip:tsv/ae/ae-azj.tsv	ae	azj	2148
ae.zip:tsv/ae/ae-azz.tsv	ae	azz	1128
ae.zip:tsv/ae/ae-bbl.tsv	ae	bbl	1085
ae.zip:tsv/ae/ae-bdk.tsv	ae	bdk	1201
ae.zip:tsv/ae/ae-bfz.tsv	ae	bfz	901
ae.zip:tsv/ae/ae-bg.tsv	ae	bg	1363
ae.zip:tsv/ae/ae-bgk.tsv	ae	bgk	872
ae.zip:tsv/ae/ae-blc.tsv	ae	blc	648
ae.zip:tsv/ae/ae-blr.tsv	ae	blr	2497
ae.zip:tsv/ae/ae-bn.tsv	ae	bn	1800
ae.zip:tsv/ae/ae-bo.tsv	ae	bo	886
ae.zip:tsv/ae/ae-bph.tsv	ae	bph	1955
ae.zip:tsv/ae/ae-br.tsv	ae	br	1271
ae.zip:tsv/ae/ae-brg.tsv	ae	brg	316
ae.zip:tsv/ae/ae-ca.tsv	ae	ca	1023
ae.zip:tsv/ae/ae-cag.tsv	ae	cag	1111
ae.zip:tsv/ae/ae-cao.tsv	ae	cao	828
ae.zip:tsv/ae/ae-cap.tsv	ae	cap	844
ae.zip:tsv/ae/ae-cas.tsv	ae	cas	831
ae.zip:tsv/ae/ae-cav.tsv	ae	cav	743
ae.zip:tsv/ae/ae-cbi.tsv	ae	cbi	1095
ae.zip:tsv/ae/ae-cbn.tsv	ae	cbn	771
ae.zip:tsv/ae/ae-cbr.tsv	ae	cbr	620
ae.zip:tsv/ae/ae-cdy.tsv	ae	cdy	864
ae.zip:tsv/ae/ae-ce.tsv	ae	ce	2119
ae.zip:tsv/ae/ae-chb.tsv	ae	chb	639
ae.zip:tsv/ae/ae-cjh.tsv	ae	cjh	324
ae.zip:tsv/ae/ae-cji.tsv	ae	cji	2199
ae.zip:tsv/ae/ae-cof.tsv	ae	cof	870
ae.zip:tsv/ae/ae-cog.tsv	ae	cog	812
ae.zip:tsv/ae/ae-crt.tsv	ae	crt	825
ae.zip:tsv/ae/ae-cs.tsv	ae	cs	1280
ae.zip:tsv/ae/ae-ctz.tsv	ae	ctz	1046
ae.zip:tsv/ae/ae-cu.tsv	ae	cu	1264
ae.zip:tsv/ae/ae-cuj.tsv	ae	cuj	455
ae.zip:tsv/ae/ae-cy.tsv	ae	cy	1477
ae.zip:tsv/ae/ae-cyb.tsv	ae	cyb	1015
ae.zip:tsv/ae/ae-da.tsv	ae	da	1128
ae.zip:tsv/ae/ae-dar.tsv	ae	dar	17895
ae.zip:tsv/ae/ae-dcr.tsv	ae	dcr	763
ae.zip:tsv/ae/ae-ddo.tsv	ae	ddo	2065
ae.zip:tsv/ae/ae-de.tsv	ae	de	1326
ae.zip:tsv/ae/ae-ekk.tsv	ae	ekk	1134
ae.zip:tsv/ae/ae-el.tsv	ae	el	1197
ae.zip:tsv/ae/ae-elx.tsv	ae	elx	790
ae.zip:tsv/ae/ae-emp.tsv	ae	emp	591
ae.zip:tsv/ae/ae-en.tsv	ae	en	1055
ae.zip:tsv/ae/ae-enm.tsv	ae	enm	1606
ae.zip:tsv/ae/ae-es.tsv	ae	es	1190
ae.zip:tsv/ae/ae-ese.tsv	ae	ese	1308
ae.zip:tsv/ae/ae-eu.tsv	ae	eu	1084
ae.zip:tsv/ae/ae-fi.tsv	ae	fi	1149
ae.zip:tsv/ae/ae-fr.tsv	ae	fr	1118
ae.zip:tsv/ae/ae-ga.tsv	ae	ga	1735
ae.zip:tsv/ae/ae-gdo.tsv	ae	gdo	1029
ae.zip:tsv/ae/ae-ghl.tsv	ae	ghl	790
ae.zip:tsv/ae/ae-gin.tsv	ae	gin	1181
ae.zip:tsv/ae/ae-giq.tsv	ae	giq	724
ae.zip:tsv/ae/ae-gmh.tsv	ae	gmh	1516
ae.zip:tsv/ae/ae-goh.tsv	ae	goh	4475
ae.zip:tsv/ae/ae-got.tsv	ae	got	974
ae.zip:tsv/ae/ae-gqu.tsv	ae	gqu	788
ae.zip:tsv/ae/ae-grc.tsv	ae	grc	1601
ae.zip:tsv/ae/ae-guc.tsv	ae	guc	723
ae.zip:tsv/ae/ae-gug.tsv	ae	gug	1295
ae.zip:tsv/ae/ae-gui.tsv	ae	gui	1063
ae.zip:tsv/ae/ae-guq.tsv	ae	guq	730
ae.zip:tsv/ae/ae-ha.tsv	ae	ha	1144
ae.zip:tsv/ae/ae-haw.tsv	ae	haw	2038
ae.zip:tsv/ae/ae-hdn.tsv	ae	hdn	842
ae.zip:tsv/ae/ae-hi.tsv	ae	hi	2237
ae.zip:tsv/ae/ae-hit.tsv	ae	hit	1090
ae.zip:tsv/ae/ae-hu.tsv	ae	hu	1070
ae.zip:tsv/ae/ae-huj.tsv	ae	huj	867
ae.zip:tsv/ae/ae-huo.tsv	ae	huo	729
ae.zip:tsv/ae/ae-huz.tsv	ae	huz	1045
ae.zip:tsv/ae/ae-hy.tsv	ae	hy	2490
ae.zip:tsv/ae/ae-ign.tsv	ae	ign	889
ae.zip:tsv/ae/ae-inh.tsv	ae	inh	1020
ae.zip:tsv/ae/ae-it.tsv	ae	it	1041
ae.zip:tsv/ae/ae-ito.tsv	ae	ito	775
ae.zip:tsv/ae/ae-jam.tsv	ae	jam	1143
ae.zip:tsv/ae/ae-jdt.tsv	ae	jdt	1614
ae.zip:tsv/ae/ae-kap.tsv	ae	kap	4156
ae.zip:tsv/ae/ae-kca.tsv	ae	kca	981
ae.zip:tsv/ae/ae-kgp.tsv	ae	kgp	1349
ae.zip:tsv/ae/ae-kha.tsv	ae	kha	916
ae.zip:tsv/ae/ae-khb.tsv	ae	khb	940
ae.zip:tsv/ae/ae-khv.tsv	ae	khv	3198
ae.zip:tsv/ae/ae-kjj.tsv	ae	kjj	1099
ae.zip:tsv/ae/ae-kkh.tsv	ae	kkh	1017
ae.zip:tsv/ae/ae-kmc.tsv	ae	kmc	935
ae.zip:tsv/ae/ae-knt.tsv	ae	knt	792
ae.zip:tsv/ae/ae-kpj.tsv	ae	kpj	512
ae.zip:tsv/ae/ae-kpt.tsv	ae	kpt	2022
ae.zip:tsv/ae/ae-kpv.tsv	ae	kpv	1191
ae.zip:tsv/ae/ae-kry.tsv	ae	kry	1049
ae.zip:tsv/ae/ae-kum.tsv	ae	kum	6360
ae.zip:tsv/ae/ae-kuz.tsv	ae	kuz	862
ae.zip:tsv/ae/ae-kva.tsv	ae	kva	1062
ae.zip:tsv/ae/ae-kxm.tsv	ae	kxm	709
ae.zip:tsv/ae/ae-kyh.tsv	ae	kyh	672
ae.zip:tsv/ae/ae-la.tsv	ae	la	1417
ae.zip:tsv/ae/ae-lbc.tsv	ae	lbc	941
ae.zip:tsv/ae/ae-lbe.tsv	ae	lbe	3898
ae.zip:tsv/ae/ae-leg.tsv	ae	leg	791
ae.zip:tsv/ae/ae-lez.tsv	ae	lez	3083
ae.zip:tsv/ae/ae-lic.tsv	ae	lic	911
ae.zip:tsv/ae/ae-lt.tsv	ae	lt	1325
ae.zip:tsv/ae/ae-lv.tsv	ae	lv	1096
ae.zip:tsv/ae/ae-mbc.tsv	ae	mbc	707
ae.zip:tsv/ae/ae-mca.tsv	ae	mca	763
ae.zip:tsv/ae/ae-mch.tsv	ae	mch	384
ae.zip:tsv/ae/ae-mhr.tsv	ae	mhr	985
ae.zip:tsv/ae/ae-mi.tsv	ae	mi	1754
ae.zip:tsv/ae/ae-mlm.tsv	ae	mlm	813
ae.zip:tsv/ae/ae-mmd.tsv	ae	mmd	836
ae.zip:tsv/ae/ae-mml.tsv	ae	mml	1575
ae.zip:tsv/ae/ae-mns.tsv	ae	mns	1014
ae.zip:tsv/ae/ae-moc.tsv	ae	moc	875
ae.zip:tsv/ae/ae-mot.tsv	ae	mot	414
ae.zip:tsv/ae/ae-mqm.tsv	ae	mqm	925
ae.zip:tsv/ae/ae-mr.tsv	ae	mr	2197
ae.zip:tsv/ae/ae-mra.tsv	ae	mra	679
ae.zip:tsv/ae/ae-myu.tsv	ae	myu	507
ae.zip:tsv/ae/ae-myv.tsv	ae	myv	871
ae.zip:tsv/ae/ae-mzh.tsv	ae	mzh	819
ae.zip:tsv/ae/ae-mzp.tsv	ae	mzp	757
ae.zip:tsv/ae/ae-ne.tsv	ae	ne	789
ae.zip:tsv/ae/ae-nl.tsv	ae	nl	1268
ae.zip:tsv/ae/ae-nod.tsv	ae	nod	844
ae.zip:tsv/ae/ae-nog.tsv	ae	nog	1359
ae.zip:tsv/ae/ae-non.tsv	ae	non	1490
ae.zip:tsv/ae/ae-nuk.tsv	ae	nuk	859
ae.zip:tsv/ae/ae-nut.tsv	ae	nut	899
ae.zip:tsv/ae/ae-oar.tsv	ae	oar	1390
ae.zip:tsv/ae/ae-ona.tsv	ae	ona	688
ae.zip:tsv/ae/ae-os.tsv	ae	os	1725
ae.zip:tsv/ae/ae-oym.tsv	ae	oym	901
ae.zip:tsv/ae/ae-pav.tsv	ae	pav	301
ae.zip:tsv/ae/ae-pbb.tsv	ae	pbb	855
ae.zip:tsv/ae/ae-pbh.tsv	ae	pbh	807
ae.zip:tsv/ae/ae-pcb.tsv	ae	pcb	781
ae.zip:tsv/ae/ae-pcp.tsv	ae	pcp	109
ae.zip:tsv/ae/ae-pes.tsv	ae	pes	1131
ae.zip:tsv/ae/ae-pl.tsv	ae	pl	1466
ae.zip:tsv/ae/ae-plg.tsv	ae	plg	868
ae.zip:tsv/ae/ae-plj.tsv	ae	plj	832
ae.zip:tsv/ae/ae-ply.tsv	ae	ply	762
ae.zip:tsv/ae/ae-pmt.tsv	ae	pmt	1136
ae.zip:tsv/ae/ae-pnb.tsv	ae	pnb	1210
ae.zip:tsv/ae/ae-pnx.tsv	ae	pnx	808
ae.zip:tsv/ae/ae-prg.tsv	ae	prg	508
ae.zip:tsv/ae/ae-pry.tsv	ae	pry	1486
ae.zip:tsv/ae/ae-pt.tsv	ae	pt	1112
ae.zip:tsv/ae/ae-pue.tsv	ae	pue	638
ae.zip:tsv/ae/ae-pui.tsv	ae	pui	844
ae.zip:tsv/ae/ae-ram.tsv	ae	ram	226
ae.zip:tsv/ae/ae-rap.tsv	ae	rap	943
ae.zip:tsv/ae/ae-rbb.tsv	ae	rbb	762
ae.zip:tsv/ae/ae-rmy.tsv	ae	rmy	1113
ae.zip:tsv/ae/ae-ro.tsv	ae	ro	1185
ae.zip:tsv/ae/ae-rtm.tsv	ae	rtm	905
ae.zip:tsv/ae/ae-ru.tsv	ae	ru	1202
ae.zip:tsv/ae/ae-rut.tsv	ae	rut	4951
ae.zip:tsv/ae/ae-sa.tsv	ae	sa	2305
ae.zip:tsv/ae/ae-sap.tsv	ae	sap	1236
ae.zip:tsv/ae/ae-scb.tsv	ae	scb	87
ae.zip:tsv/ae/ae-se.tsv	ae	se	941
ae.zip:tsv/ae/ae-sei.tsv	ae	sei	907
ae.zip:tsv/ae/ae-sel.tsv	ae	sel	941
ae.zip:tsv/ae/ae-sga.tsv	ae	sga	1448
ae.zip:tsv/ae/ae-sh.tsv	ae	sh	1350
ae.zip:tsv/ae/ae-shb.tsv	ae	shb	739
ae.zip:tsv/ae/ae-shn.tsv	ae	shn	2243
ae.zip:tsv/ae/ae-shp.tsv	ae	shp	1068
ae.zip:tsv/ae/ae-sja.tsv	ae	sja	818
ae.zip:tsv/ae/ae-snn.tsv	ae	snn	927
ae.zip:tsv/ae/ae-sou.tsv	ae	sou	1736
ae.zip:tsv/ae/ae-srq.tsv	ae	srq	960
ae.zip:tsv/ae/ae-sv.tsv	ae	sv	1430
ae.zip:tsv/ae/ae-swi.tsv	ae	swi	1078
ae.zip:tsv/ae/ae-sxm.tsv	ae	sxm	842
ae.zip:tsv/ae/ae-syo.tsv	ae	syo	778
ae.zip:tsv/ae/ae-ta.tsv	ae	ta	826
ae.zip:tsv/ae/ae-tab.tsv	ae	tab	2340
ae.zip:tsv/ae/ae-tdd.tsv	ae	tdd	901
ae.zip:tsv/ae/ae-te.tsv	ae	te	3436
ae.zip:tsv/ae/ae-teh.tsv	ae	teh	755
ae.zip:tsv/ae/ae-th.tsv	ae	th	1154
ae.zip:tsv/ae/ae-thm.tsv	ae	thm	643
ae.zip:tsv/ae/ae-tin.tsv	ae	tin	1082
ae.zip:tsv/ae/ae-tkr.tsv	ae	tkr	1882
ae.zip:tsv/ae/ae-tli.tsv	ae	tli	1082
ae.zip:tsv/ae/ae-tna.tsv	ae	tna	919
ae.zip:tsv/ae/ae-to.tsv	ae	to	1278
ae.zip:tsv/ae/ae-tob.tsv	ae	tob	990
ae.zip:tsv/ae/ae-tpy.tsv	ae	tpy	583
ae.zip:tsv/ae/ae-trn.tsv	ae	trn	737
ae.zip:tsv/ae/ae-tsi.tsv	ae	tsi	748
ae.zip:tsv/ae/ae-tue.tsv	ae	tue	744
ae.zip:tsv/ae/ae-txb.tsv	ae	txb	824
ae.zip:tsv/ae/ae-tyh.tsv	ae	tyh	688
ae.zip:tsv/ae/ae-udi.tsv	ae	udi	903
ae.zip:tsv/ae/ae-udm.tsv	ae	udm	988
ae.zip:tsv/ae/ae-vi.tsv	ae	vi	789
ae.zip:tsv/ae/ae-wap.tsv	ae	wap	821
ae.zip:tsv/ae/ae-wau.tsv	ae	wau	903
ae.zip:tsv/ae/ae-waw.tsv	ae	waw	767
ae.zip:tsv/ae/ae-wbm.tsv	ae	wbm	896
ae.zip:tsv/ae/ae-wca.tsv	ae	wca	696
ae.zip:tsv/ae/ae-xto.tsv	ae	xto	662
ae.zip:tsv/ae/ae-yaa.tsv	ae	yaa	926
ae.zip:tsv/ae/ae-yad.tsv	ae	yad	1318
ae.zip:tsv/ae/ae-yae.tsv	ae	yae	802
ae.zip:tsv/ae/ae-yag.tsv	ae	yag	582
ae.zip:tsv/ae/ae-yau.tsv	ae	yau	674
ae.zip:tsv/ae/ae-ydd.tsv	ae	ydd	1151
ae.zip:tsv/ae/ae-yln.tsv	ae	yln	795
ae.zip:tsv/ae/ae-yrk.tsv	ae	yrk	883
ae.zip:tsv/ae/ae-yvt.tsv	ae	yvt	645
ae.zip:tsv/ae/ae-yzg.tsv	ae	yzg	788
ae.zip:tsv/ae/ae-zgn.tsv	ae	zgn	2140
ae.zip:tsv/ae/ae-zng.tsv	ae	zng	1623
ae.zip:tsv/ae/ae-zun.tsv	ae	zun	717
ae.zip:tsv/ae/ae-zzj.tsv	ae	zzj	1152
agr.zip:tsv/agr/agr-agx.tsv	agr	agx	2689
agr.zip:tsv/agr/agr-akv.tsv	agr	akv	3080
agr.zip:tsv/agr/agr-alc.tsv	agr	alc	652
agr.zip:tsv/agr/agr-als.tsv	agr	als	1918
agr.zip:tsv/agr/agr-ang.tsv	agr	ang	2486
agr.zip:tsv/agr/agr-ani.tsv	agr	ani	2820
agr.zip:tsv/agr/agr-aqc.tsv	agr	aqc	2671
agr.zip:tsv/agr/agr-arn.tsv	agr	arn	1378
agr.zip:tsv/agr/agr-aro.tsv	agr	aro	1160
agr.zip:tsv/agr/agr-auc.tsv	agr	auc	1209
agr.zip:tsv/agr/agr-av.tsv	agr	av	20522
agr.zip:tsv/agr/agr-ayo.tsv	agr	ayo	1427
agr.zip:tsv/agr/agr-ayr.tsv	agr	ayr	1030
agr.zip:tsv/agr/agr-azj.tsv	agr	azj	3149
agr.zip:tsv/agr/agr-azz.tsv	agr	azz	1417
agr.zip:tsv/agr/agr-bbl.tsv	agr	bbl	1564
agr.zip:tsv/agr/agr-bdk.tsv	agr	bdk	1668
agr.zip:tsv/agr/agr-bfz.tsv	agr	bfz	1084
agr.zip:tsv/agr/agr-bg.tsv	agr	bg	1974
agr.zip:tsv/agr/agr-bgk.tsv	agr	bgk	1290
agr.zip:tsv/agr/agr-blc.tsv	agr	blc	608
agr.zip:tsv/agr/agr-blr.tsv	agr	blr	3643
agr.zip:tsv/agr/agr-bn.tsv	agr	bn	2622
agr.zip:tsv/agr/agr-bo.tsv	agr	bo	1271
agr.zip:tsv/agr/agr-bph.tsv	agr	bph	2839
agr.zip:tsv/agr/agr-br.tsv	agr	br	1705
agr.zip:tsv/agr/agr-brg.tsv	agr	brg	299
agr.zip:tsv/agr/agr-ca.tsv	agr	ca	1486
agr.zip:tsv/agr/agr-cag.tsv	agr	cag	1567
agr.zip:tsv/agr/agr-cao.tsv	agr	cao	1059
agr.zip:tsv/agr/agr-cap.tsv	agr	cap	1014
agr.zip:tsv/agr/agr-cas.tsv	agr	cas	1130
agr.zip:tsv/agr/agr-cav.tsv	agr	cav	1014
agr.zip:tsv/agr/agr-cbi.tsv	agr	cbi	1560
agr.zip:tsv/agr/agr-cbn.tsv	agr	cbn	1142
agr.zip:tsv/agr/agr-cbr.tsv	agr	cbr	783
agr.zip:tsv/agr/agr-cdy.tsv	agr	cdy	1233
agr.zip:tsv/agr/agr-ce.tsv	agr	ce	3027
agr.zip:tsv/agr/agr-chb.tsv	agr	chb	843
agr.zip:tsv/agr/agr-cjh.tsv	agr	cjh	342
agr.zip:tsv/agr/agr-cji.tsv	agr	cji	3183
agr.zip:tsv/agr/agr-cof.tsv	agr	cof	1174
agr.zip:tsv/agr/agr-cog.tsv	agr	cog	1192
agr.zip:tsv/agr/agr-crt.tsv	agr	crt	1149
agr.zip:tsv/agr/agr-cs.tsv	agr	cs	1750
agr.zip:tsv/agr/agr-ctz.tsv	agr	ctz	1531
agr.zip:tsv/agr/agr-cu.tsv	agr	cu	1172
agr.zip:tsv/agr/agr-cuj.tsv	agr	cuj	567
agr.zip:tsv/agr/agr-cy.tsv	agr	cy	2037
agr.zip:tsv/agr/agr-cyb.tsv	agr	cyb	1069
agr.zip:tsv/agr/agr-da.tsv	agr	da	1521
agr.zip:tsv/agr/agr-dar.tsv	agr	dar	25894
agr.zip:tsv/agr/agr-dcr.tsv	agr	dcr	958
agr.zip:tsv/agr/agr-ddo.tsv	agr	ddo	2929
agr.zip:tsv/agr/agr-de.tsv	agr	de	1842
agr.zip:tsv/agr/agr-ekk.tsv	agr	ekk	1614
agr.zip:tsv/agr/agr-el.tsv	agr	el	1668
agr.zip:tsv/agr/agr-elx.tsv	agr	elx	689
agr.zip:tsv/agr/agr-emp.tsv	agr	emp	816
agr.zip:tsv/agr/agr-en.tsv	agr	en	1502
agr.zip:tsv/agr/agr-enm.tsv	agr	enm	1989
agr.zip:tsv/agr/agr-es.tsv	agr	es	1708
agr.zip:tsv/agr/agr-ese.tsv	agr	ese	1728
agr.zip:tsv/agr/agr-eu.tsv	agr	eu	1464
agr.zip:tsv/agr/agr-fi.tsv	agr	fi	1665
agr.zip:tsv/agr/agr-fr.tsv	agr	fr	1593
agr.zip:tsv/agr/agr-ga.tsv	agr	ga	2348
agr.zip:tsv/agr/agr-gdo.tsv	agr	gdo	1479
agr.zip:tsv/agr/agr-ghl.tsv	agr	ghl	1123
agr.zip:tsv/agr/agr-gin.tsv	agr	gin	1711
agr.zip:tsv/agr/agr-giq.tsv	agr	giq	1012
agr.zip:tsv/agr/agr-gmh.tsv	agr	gmh	1930
agr.zip:tsv/agr/agr-goh.tsv	agr	goh	4829
agr.zip:tsv/agr/agr-got.tsv	agr	got	1023
agr.zip:tsv/agr/agr-gqu.tsv	agr	gqu	1109
agr.zip:tsv/agr/agr-grc.tsv	agr	grc	2174
agr.zip:tsv/agr/agr-guc.tsv	agr	guc	991
agr.zip:tsv/agr/agr-gug.tsv	agr	gug	1902
agr.zip:tsv/agr/agr-gui.tsv	agr	gui	1433
agr.zip:tsv/agr/agr-guq.tsv	agr	guq	989
agr.zip:tsv/agr/agr-ha.tsv	agr	ha	1660
agr.zip:tsv/agr/agr-haw.tsv	agr	haw	2571
agr.zip:tsv/agr/agr-hdn.tsv	agr	hdn	1036
agr.zip:tsv/agr/agr-hi.tsv	agr	hi	3146
agr.zip:tsv/agr/agr-hit.tsv	agr	hit	1127
agr.zip:tsv/agr/agr-hu.tsv	agr	hu	1581
agr.zip:tsv/agr/agr-huj.tsv	agr	huj	1257
agr.zip:tsv/agr/agr-huo.tsv	agr	huo	988
agr.zip:tsv/agr/agr-huz.tsv	agr	huz	1477
agr.zip:tsv/agr/agr-hy.tsv	agr	hy	3609
agr.zip:tsv/agr/agr-ign.tsv	agr	ign	1124
agr.zip:tsv/agr/agr-inh.tsv	agr	inh	1464
agr.zip:tsv/agr/agr-it.tsv	agr	it	1489
agr.zip:tsv/agr/agr-ito.tsv	agr	ito	918
agr.zip:tsv/agr/agr-jam.tsv	agr	jam	1553
agr.zip:tsv/agr/agr-jdt.tsv	agr	jdt	2183
agr.zip:tsv/agr/agr-kap.tsv	agr	kap	5734
agr.zip:tsv/agr/agr-kca.tsv	agr	kca	1347
agr.zip:tsv/agr/agr-kgp.tsv	agr	kgp	1756
agr.zip:tsv/agr/agr-kha.tsv	agr	kha	1233
agr.zip:tsv/agr/agr-khb.tsv	agr	khb	1336
agr.zip:tsv/agr/agr-khv.tsv	agr	khv	4644
agr.zip:tsv/agr/agr-kjj.tsv	agr	kjj	1575
agr.zip:tsv/agr/agr-kkh.tsv	agr	kkh	1505
agr.zip:tsv/agr/agr-kmc.tsv	agr	kmc	1368
agr.zip:tsv/agr/agr-knt.tsv	agr	knt	1117
agr.zip:tsv/agr/agr-kpj.tsv	agr	kpj	548
agr.zip:tsv/agr/agr-kpt.tsv	agr	kpt	2882
agr.zip:tsv/agr/agr-kpv.tsv	agr	kpv	1725
agr.zip:tsv/agr/agr-kry.tsv	agr	kry	1428
agr.zip:tsv/agr/agr-kum.tsv	agr	kum	9409
agr.zip:tsv/agr/agr-kuz.tsv	agr	kuz	929
agr.zip:tsv/agr/agr-kva.tsv	agr	kva	1498
agr.zip:tsv/agr/agr-kxm.tsv	agr	kxm	987
agr.zip:tsv/agr/agr-kyh.tsv	agr	kyh	851
agr.zip:tsv/agr/agr-la.tsv	agr	la	1872
agr.zip:tsv/agr/agr-lbc.tsv	agr	lbc	1386
agr.zip:tsv/agr/agr-lbe.tsv	agr	lbe	5630
agr.zip:tsv/agr/agr-leg.tsv	agr	leg	1112
agr.zip:tsv/agr/agr-lez.tsv	agr	lez	4478
agr.zip:tsv/agr/agr-lic.tsv	agr	lic	1258
agr.zip:tsv/agr/agr-lt.tsv	agr	lt	1862
agr.zip:tsv/agr/agr-lv.tsv	agr	lv	1644
agr.zip:tsv/agr/agr-mbc.tsv	agr	mbc	969
agr.zip:tsv/agr/agr-mca.tsv	agr	mca	1033
agr.zip:tsv/agr/agr-mch.tsv	agr	mch	460
agr.zip:tsv/agr/agr-mhr.tsv	agr	mhr	1413
agr.zip:tsv/agr/agr-mi.tsv	agr	mi	2162
agr.zip:tsv/agr/agr-mlm.tsv	agr	mlm	1137
agr.zip:tsv/agr/agr-mmd.tsv	agr	mmd	1148
agr.zip:tsv/agr/agr-mml.tsv	agr	mml	2234
agr.zip:tsv/agr/agr-mns.tsv	agr	mns	1364
agr.zip:tsv/agr/agr-moc.tsv	agr	moc	1192
agr.zip:tsv/agr/agr-mot.tsv	agr	mot	481
agr.zip:tsv/agr/agr-mqm.tsv	agr	mqm	1215
agr.zip:tsv/agr/agr-mr.tsv	agr	mr	3090
agr.zip:tsv/agr/agr-mra.tsv	agr	mra	937
agr.zip:tsv/agr/agr-myu.tsv	agr	myu	543
agr.zip:tsv/agr/agr-myv.tsv	agr	myv	1309
agr.zip:tsv/agr/agr-mzh.tsv	agr	mzh	1156
agr.zip:tsv/agr/agr-mzp.tsv	agr	mzp	1053
agr.zip:tsv/agr/agr-ne.tsv	agr	ne	1063
agr.zip:tsv/agr/agr-nl.tsv	agr	nl	1686
agr.zip:tsv/agr/agr-nod.tsv	agr	nod	1269
agr.zip:tsv/agr/agr-nog.tsv	agr	nog	1991
agr.zip:tsv/agr/agr-non.tsv	agr	non	1422
agr.zip:tsv/agr/agr-nuk.tsv	agr	nuk	889
agr.zip:tsv/agr/agr-nut.tsv	agr	nut	1259
agr.zip:tsv/agr/agr-oar.tsv	agr	oar	1900
agr.zip:tsv/agr/agr-ona.tsv	agr	ona	903
agr.zip:tsv/agr/agr-os.tsv	agr	os	2348
agr.zip:tsv/agr/agr-oym.tsv	agr	oym	1281
agr.zip:tsv/agr/agr-pav.tsv	agr	pav	242
agr.zip:tsv/agr/agr-pbb.tsv	agr	pbb	1215
agr.zip:tsv/agr/agr-pbh.tsv	agr	pbh	1135
agr.zip:tsv/agr/agr-pcb.tsv	agr	pcb	1127
agr.zip:tsv/agr/agr-pcp.tsv	agr	pcp	101
agr.zip:tsv/agr/agr-pes.tsv	agr	pes	1478
agr.zip:tsv/agr/agr-pl.tsv	agr	pl	1992
agr.zip:tsv/agr/agr-plg.tsv	agr	plg	1207
agr.zip:tsv/agr/agr-plj.tsv	agr	plj	1168
agr.zip:tsv/agr/agr-ply.tsv	agr	ply	1020
agr.zip:tsv/agr/agr-pmt.tsv	agr	pmt	1398
agr.zip:tsv/agr/agr-pnb.tsv	agr	pnb	1572
agr.zip:tsv/agr/agr-pnx.tsv	agr	pnx	1170
agr.zip:tsv/agr/agr-prg.tsv	agr	prg	542
agr.zip:tsv/agr/agr-pry.tsv	agr	pry	2162
agr.zip:tsv/agr/agr-pt.tsv	agr	pt	1615
agr.zip:tsv/agr/agr-pue.tsv	agr	pue	773
agr.zip:tsv/agr/agr-pui.tsv	agr	pui	1149
agr.zip:tsv/agr/agr-ram.tsv	agr	ram	205
agr.zip:tsv/agr/agr-rap.tsv	agr	rap	1314
agr.zip:tsv/agr/agr-rbb.tsv	agr	rbb	1015
agr.zip:tsv/agr/agr-rmy.tsv	agr	rmy	1589
agr.zip:tsv/agr/agr-ro.tsv	agr	ro	1195
agr.zip:tsv/agr/agr-rtm.tsv	agr	rtm	1332
agr.zip:tsv/agr/agr-ru.tsv	agr	ru	1644
agr.zip:tsv/agr/agr-rut.tsv	agr	rut	7138
agr.zip:tsv/agr/agr-sa.tsv	agr	sa	2621
agr.zip:tsv/agr/agr-sap.tsv	agr	sap	1759
agr.zip:tsv/agr/agr-scb.tsv	agr	scb	102
agr.zip:tsv/agr/agr-se.tsv	agr	se	1315
agr.zip:tsv/agr/agr-sei.tsv	agr	sei	1293
agr.zip:tsv/agr/agr-sel.tsv	agr	sel	1217
agr.zip:tsv/agr/agr-sga.tsv	agr	sga	1315
agr.zip:tsv/agr/agr-sh.tsv	agr	sh	1927
agr.zip:tsv/agr/agr-shb.tsv	agr	shb	1018
agr.zip:tsv/agr/agr-shn.tsv	agr	shn	3241
agr.zip:tsv/agr/agr-shp.tsv	agr	shp	1372
agr.zip:tsv/agr/agr-sja.tsv	agr	sja	1115
agr.zip:tsv/agr/agr-snn.tsv	agr	snn	1184
agr.zip:tsv/agr/agr-sou.tsv	agr	sou	2671
agr.zip:tsv/agr/agr-srq.tsv	agr	srq	1178
agr.zip:tsv/agr/agr-sv.tsv	agr	sv	2039
agr.zip:tsv/agr/agr-swi.tsv	agr	swi	1489
agr.zip:tsv/agr/agr-sxm.tsv	agr	sxm	1219
