"чин"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%87%D0%B8%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/14429985-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/grad%C3%AB-n>		"gradë"@als	
"следствие"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/11410625-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rezultat-n>		"rezultat"@als	
"следствие"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/11410625-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrfundim-n>		"përfundim"@als	
"следствие"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/11410625-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/efekt-n>		"efekt"@als	
"вид"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%B8%D0%B4-n>		<http://wordnet-rdf.princeton.edu/wn30/08110373-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/specie-n>		"specie"@als	
"вид"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%B8%D0%B4-n>		<http://wordnet-rdf.princeton.edu/wn30/04673965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pamja%20e%20jashtme-n>		"pamja e jashtme"@als	
"вид"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%B8%D0%B4-n>		<http://wordnet-rdf.princeton.edu/wn30/04673965-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pamja%20fizike-n>		"pamja fizike"@als	
"вид"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%B8%D0%B4-n>		<http://wordnet-rdf.princeton.edu/wn30/04674715-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pamje-n>		"pamje"@als	
"бръчка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%80%D1%8A%D1%87%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/13905792-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhub%C3%ABr-n>		"zhubër"@als	
"бръчка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%80%D1%8A%D1%87%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/13905792-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rrudhe-n>		"rrudhe"@als	
"бръчка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%80%D1%8A%D1%87%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/13905792-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rice-n>		"rice"@als	
"бръчка"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D1%80%D1%8A%D1%87%D0%BA%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/13905792-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhubrosje-n>		"zhubrosje"@als	
"струвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D1%80%D1%83%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/02247390-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/paraqes-v>		"paraqes"@als	
"струвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D1%80%D1%83%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/02247390-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nxit-v>		"nxit"@als	
"писател"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%B8%D1%81%D0%B0%D1%82%D0%B5%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/10794014-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkrimtar-n>		"shkrimtar"@als	
"писател"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%B8%D1%81%D0%B0%D1%82%D0%B5%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/10794014-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/autor-n>		"autor"@als	
"роял"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%BE%D1%8F%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/03928116-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/piano-n>		"piano"@als	
"роял"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%BE%D1%8F%D0%BB-n>		<http://wordnet-rdf.princeton.edu/wn30/03928116-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pianoforte-n>		"pianoforte"@als	
"успокоение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D1%81%D0%BF%D0%BE%D0%BA%D0%BE%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/01211667-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngush%C3%ABllim-n>		"ngushëllim"@als	
"успокоение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D1%81%D0%BF%D0%BE%D0%BA%D0%BE%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/01211667-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/perkrahje-n>		"perkrahje"@als	
"успокоение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D1%81%D0%BF%D0%BE%D0%BA%D0%BE%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/01211667-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/leht%C3%ABsim-n>		"lehtësim"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08630985-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/krahin%C3%AB-n>		"krahinë"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/autoritet%20suprem-n>		"autoritet suprem"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sundim-n>		"sundim"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/territor-n>		"territor"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dioqez%C3%AB-n>		"dioqezë"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08654360-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/province-n>		"province"@als	
"област"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08654360-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shtet-n>		"shtet"@als	
"начин"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%87%D0%B8%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/00172710-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mjet-n>		"mjet"@als	
"начин"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%87%D0%B8%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/00172710-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/m%C3%ABnyr%C3%AB-n>		"mënyrë"@als	
"начин"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%87%D0%B8%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/00172710-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/veprim-n>		"veprim"@als	
"начин"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%87%D0%B8%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/05660268-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/metod%C3%AB-n>		"metodë"@als	
"блюдо"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%BB%D1%8E%D0%B4%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/07557434-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pjat%C3%AB-n>		"pjatë"@als	
"ранявам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B0%D0%BD%D1%8F%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00069879-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/d%C3%ABmtim-v>		"dëmtim"@als	
"ранявам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B0%D0%BD%D1%8F%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00069879-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABndim-v>		"lëndim"@als	
"прикл��чвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%EF%BF%BD%EF%BF%BD%D1%87%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00484166-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrfundoj-v>		"përfundoj"@als	
"прикл��чвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%EF%BF%BD%EF%BF%BD%D1%87%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00484166-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fund-v>		"fund"@als	
"прикл��чвам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%EF%BF%BD%EF%BF%BD%D1%87%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00484166-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kompletoj-v>		"kompletoj"@als	
"подавам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D0%B4%D0%B0%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/02230772-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kaloj-v>		"kaloj"@als	
"колебание"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BB%D0%B5%D0%B1%D0%B0%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/07337390-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/luhatje-n>		"luhatje"@als	
"колебание"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BB%D0%B5%D0%B1%D0%B0%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/07337390-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/variacion-n>		"variacion"@als	
"припечеля"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D0%BF%D0%B5%D1%87%D0%B5%D0%BB%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/02289295-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/t%C3%AB%20ardhura-v>		"të ardhura"@als	
"припечеля"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D0%BF%D0%B5%D1%87%D0%B5%D0%BB%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/02289295-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fitoj-v>		"fitoj"@als	
"припечеля"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%80%D0%B8%D0%BF%D0%B5%D1%87%D0%B5%D0%BB%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/02289295-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/marr-v>		"marr"@als	
"говоря"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/00963570-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bisedoj-v>		"bisedoj"@als	
"говоря"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/00963570-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/muhabet-v>		"muhabet"@als	
"говоря"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/00963570-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/them-v>		"them"@als	
"говоря"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/00963570-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/flas-v>		"flas"@als	
"ръб"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D1%8A%D0%B1-n>		<http://wordnet-rdf.princeton.edu/wn30/03264136-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/an%C3%AB%20%2C%20buz%C3%AB-n>		"anë , buzë"@als	
"стоя"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%BE%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01546111-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngrihem-v>		"ngrihem"@als	
"стоя"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D0%BE%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/01546111-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rri%20n%C3%AB%20k%C3%ABmb%C3%AB-v>		"rri në këmbë"@als	
"споделям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BF%D0%BE%D0%B4%D0%B5%D0%BB%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/02295550-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pjes%C3%AB-v>		"pjesë"@als	
"мама"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B0%D0%BC%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/10332385-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mama-n>		"mama"@als	
"мама"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B0%D0%BC%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/10332385-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/prindi%20femer-n>		"prindi femer"@als	
"ям"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%8F%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01168468-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ushqim-v>		"ushqim"@als	
"вложение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/13333237-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fonde%20investuese-n>		"fonde investuese"@als	
"вложение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/13333237-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/investim-n>		"investim"@als	
"лидер"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BB%D0%B8%D0%B4%D0%B5%D1%80-n>		<http://wordnet-rdf.princeton.edu/wn30/09623038-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/drejtues-n>		"drejtues"@als	
"ремонтирам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%B8%D1%80%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00260648-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ujdis-v>		"ujdis"@als	
"ремонтирам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%B8%D1%80%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00260648-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rregulloj-v>		"rregulloj"@als	
"ремонтирам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%B8%D1%80%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00260648-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/riparoj-v>		"riparoj"@als	
"ремонтирам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%B8%D1%80%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00260648-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/restauroj-v>		"restauroj"@als	
"палто"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%B0%D0%BB%D1%82%D0%BE-n>		<http://wordnet-rdf.princeton.edu/wn30/03057021-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pallto-n>		"pallto"@als	
"местоположение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BC%D0%B5%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/08651247-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vendodhje-n>		"vendodhje"@als	
"бизнес"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-n>		<http://wordnet-rdf.princeton.edu/wn30/01094725-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrmarrje%20tregtare-n>		"ndërmarrje tregtare"@als	
"бизнес"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-n>		<http://wordnet-rdf.princeton.edu/wn30/01094725-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/biznes-n>		"biznes"@als	
"бизнес"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-n>		<http://wordnet-rdf.princeton.edu/wn30/01094725-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrmarrje%20biznesi-n>		"ndërmarrje biznesi"@als	
"компонент"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/03081021-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/element-n>		"element"@als	
"компонент"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/03081021-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrb%C3%ABr%C3%ABs-n>		"përbërës"@als	
"компонент"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/03081021-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/komponent-n>		"komponent"@als	
"ритам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%80%D0%B8%D1%82%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01370561-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkelm-v>		"shkelm"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08573674-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ballore-n>		"ballore"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08573674-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vije%20lufte-n>		"vije lufte"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08573674-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/balle%20lufte-n>		"balle lufte"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08464601-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrballje-n>		"përballje"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08464601-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABvizje%20sociale-n>		"lëvizje sociale"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/08464601-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABvizje-n>		"lëvizje"@als	
"фронт"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D1%80%D0%BE%D0%BD%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/11460488-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/front-n>		"front"@als	
"идеология"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B4%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/06212839-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/teori%20politike-n>		"teori politike"@als	
"идеология"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B4%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/06212839-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/drejtim%20politike-n>		"drejtim politike"@als	
"идеология"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B4%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/06212839-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ideologji-n>		"ideologji"@als	
"комуникация"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BC%D1%83%D0%BD%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/00033020-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/transmetim-n>		"transmetim"@als	
"комуникация"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BC%D1%83%D0%BD%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/00033020-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/komunikim-n>		"komunikim"@als	
"възвръщане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D1%8A%D0%B7%D0%B2%D1%80%D1%8A%D1%89%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00045907-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rigjenerim-n>		"rigjenerim"@als	
"възвръщане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D1%8A%D0%B7%D0%B2%D1%80%D1%8A%D1%89%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00045907-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/korrigjim-n>		"korrigjim"@als	
"възвръщане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D1%8A%D0%B7%D0%B2%D1%80%D1%8A%D1%89%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00045907-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rivendosje-n>		"rivendosje"@als	
"възвръщане"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B2%D1%8A%D0%B7%D0%B2%D1%80%D1%8A%D1%89%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/00045907-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rikthim-n>		"rikthim"@als	
