"настроение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/07551052-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/hum%C3%B6r-n>		"humör"@sv	
"украшение"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/03169390-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/prydnad-n>		"prydnad"@sv	
"склон"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BA%D0%BB%D0%BE%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/09437454-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/sluttning-n>		"sluttning"@sv	
"склон"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%BA%D0%BB%D0%BE%D0%BD-n>		<http://wordnet-rdf.princeton.edu/wn30/09265620-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/b%C3%B6rd-n>		"börd"@sv	
"синджир"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B8%D0%BD%D0%B4%D0%B6%D0%B8%D1%80-n>		<http://wordnet-rdf.princeton.edu/wn30/02999410-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/kedja-n>		"kedja"@sv	
"флаг"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%84%D0%BB%D0%B0%D0%B3-n>		<http://wordnet-rdf.princeton.edu/wn30/03354903-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/flagga-n>		"flagga"@sv	
"обновявам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D1%8F%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00265673-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/reformera-v>		"reformera"@sv	
"обновявам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D1%8F%D0%B2%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/00833546-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/aktualisera-v>		"aktualisera"@sv	
"пуяк"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D1%83%D1%8F%D0%BA-n>		<http://wordnet-rdf.princeton.edu/wn30/01794158-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/kalkon-n>		"kalkon"@sv	
"студен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/01257612-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/kall-a>		"kall"@sv	
"портативен"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D1%80%D1%82%D0%B0%D1%82%D0%B8%D0%B2%D0%B5%D0%BD-a>		<http://wordnet-rdf.princeton.edu/wn30/01291589-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/portabel-a>		"portabel"@sv	
"селскостопански"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B5%D0%BB%D1%81%D0%BA%D0%BE%D1%81%D1%82%D0%BE%D0%BF%D0%B0%D0%BD%D1%81%D0%BA%D0%B8-a>		<http://wordnet-rdf.princeton.edu/wn30/02790222-a>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/agrikulturell-a>		"agrikulturell"@sv	
"салата"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%81%D0%B0%D0%BB%D0%B0%D1%82%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/07806221-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/sallad-n>		"sallad"@sv	
"знача"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%BD%D0%B0%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02645839-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/spela%20roll-v>		"spela roll"@sv	
"знача"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%BD%D0%B0%D1%87%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/00931852-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/betyda-v>		"betyda"@sv	
"зеница"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B5%D0%BD%D0%B8%D1%86%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/05320183-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/pupill-n>		"pupill"@sv	
"изменя"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D1%8F-v>		<http://wordnet-rdf.princeton.edu/wn30/02537407-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/f%C3%B6rr%C3%A5da-v>		"förråda"@sv	
"акумулиране"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B0%D0%BA%D1%83%D0%BC%D1%83%D0%BB%D0%B8%D1%80%D0%B0%D0%BD%D0%B5-n>		<http://wordnet-rdf.princeton.edu/wn30/13424865-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/ansamling-n>		"ansamling"@sv	
"задраскам"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%B7%D0%B0%D0%B4%D1%80%D0%B0%D1%81%D0%BA%D0%B0%D0%BC-v>		<http://wordnet-rdf.princeton.edu/wn30/01549420-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/stryka-v>		"stryka"@sv	
"комедия"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F-n>		<http://wordnet-rdf.princeton.edu/wn30/07015510-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/komedi-n>		"komedi"@sv	
"честност"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%87%D0%B5%D1%81%D1%82%D0%BD%D0%BE%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/04869569-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/integritet-n>		"integritet"@sv	
"честност"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%87%D0%B5%D1%81%D1%82%D0%BD%D0%BE%D1%81%D1%82-n>		<http://wordnet-rdf.princeton.edu/wn30/04877530-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/lojalitet-n>		"lojalitet"@sv	
"обърна"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D1%8A%D1%80%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/00386715-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/backa-v>		"backa"@sv	
"обърна"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D1%8A%D1%80%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/01909978-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/oms%C3%A4tta-v>		"omsätta"@sv	
"обърна"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BE%D0%B1%D1%8A%D1%80%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/01907258-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/v%C3%A4nda-v>		"vända"@sv	
"хижа"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D1%85%D0%B8%D0%B6%D0%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/02932400-n>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/stuga-n>		"stuga"@sv	
"постигна"@bg	<http://compling.hss.ntu.edu.sg/omw/wns/bul/%D0%BF%D0%BE%D1%81%D1%82%D0%B8%D0%B3%D0%BD%D0%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02526085-v>		<http://compling.hss.ntu.edu.sg/omw/wns/swe/utr%C3%A4tta-v>		"uträtta"@sv	
